FileName,Standard Industrial Classification
267636.txt,['2834']
273397.txt,['2844']
284289.txt,['2834']
270058.txt,['3822']
282689.txt,['6021']
272163.txt,['2100']
273428.txt,['6798']
269447.txt,['3842']
270218.txt,"['6189', '6189']"
268973.txt,"['6221', '6211', '6211', '6211', '6211', '6211', '6211', '6211']"
279210.txt,['7363']
279172.txt,['8700']
281545.txt,[]
270666.txt,['5211']
266866.txt,['2834']
267569.txt,['3663']
272620.txt,['5661']
276295.txt,['6022']
278785.txt,['3060']
270291.txt,['3949']
278428.txt,['1531']
279083.txt,['2060']
271977.txt,['6199']
280557.txt,['2611']
278621.txt,['3562']
285676.txt,['3420']
268307.txt,['1000']
274474.txt,['2834']
282625.txt,['6189']
270577.txt,['2836']
283915.txt,['8200']
281313.txt,['3510']
267455.txt,['6189']
278575.txt,['6021']
272467.txt,['0900']
274120.txt,['3841']
271692.txt,['2834']
277871.txt,['1311']
268773.txt,['1000']
269242.txt,['4953']
275505.txt,['3690']
277218.txt,['6798']
284192.txt,['3812']
276855.txt,['3695']
265531.txt,"['3714', '3714']"
267060.txt,['3231']
279244.txt,['6331']
267940.txt,['1311']
279841.txt,['6035']
276796.txt,['7373']
267879.txt,['2834']
279360.txt,['3823']
266501.txt,[]
277592.txt,['4841']
278608.txt,['5051']
270503.txt,['3714']
268131.txt,['1311']
265511.txt,['6141']
265594.txt,['6531']
272799.txt,[]
279591.txt,['6798']
278679.txt,['6035']
265755.txt,['6022']
281902.txt,['7370']
272989.txt,['2833']
279168.txt,['5140']
269355.txt,['2111']
274592.txt,[]
284377.txt,['6311']
281032.txt,['2834']
280356.txt,['5063']
277003.txt,['5812']
267442.txt,['6022']
279224.txt,['3841']
284933.txt,"['4931', '4931', '4911', '4931', '4911', '4931', '4911', '4931', '4911']"
279678.txt,['2834']
268786.txt,[]
278646.txt,['6022']
272303.txt,['6189']
266602.txt,['3672']
269569.txt,['3841']
274137.txt,['1389']
282955.txt,['6189']
271202.txt,['6798']
265086.txt,['3661']
273135.txt,['6189']
278063.txt,['6282']
278883.txt,['7372']
277343.txt,['5812']
269287.txt,['2834']
279658.txt,['3690']
278033.txt,['6399']
272993.txt,['7372']
278719.txt,['3743']
279651.txt,['3620']
272095.txt,['6798']
282415.txt,['6189']
266571.txt,['2834']
265305.txt,['6035']
271704.txt,['6798']
268911.txt,['1000']
280545.txt,['3841']
269330.txt,['2834']
285374.txt,[]
266387.txt,['1382']
281582.txt,"['6798', '6798']"
265218.txt,['3841']
283530.txt,"['6189', '6189']"
271029.txt,['6189']
275600.txt,['6792']
280774.txt,['2834']
271728.txt,['6035']
274809.txt,['6770']
265659.txt,['4813']
278017.txt,['3523']
281047.txt,['2834']
283587.txt,['2050']
280250.txt,['7200']
285086.txt,['4833']
267928.txt,['4213']
280220.txt,['1311']
273656.txt,['6189']
271417.txt,['8082']
285118.txt,['3827']
274726.txt,['7373']
269875.txt,['6351']
280378.txt,['8071']
270643.txt,['6022']
273581.txt,['6189']
285487.txt,['5990']
281621.txt,['3841']
269661.txt,['7812']
275544.txt,['2273']
270759.txt,['2300']
272967.txt,['6189']
276870.txt,['3672']
281036.txt,['7200']
270061.txt,['6211']
277980.txt,['3826']
270117.txt,['6021']
274303.txt,['7380']
281195.txt,['6163']
274601.txt,['1400']
265781.txt,['4924']
272494.txt,['8071']
281918.txt,['1400']
268963.txt,['7374']
271545.txt,['6189']
282162.txt,['7372']
285176.txt,['5944']
266237.txt,['6794']
278680.txt,"['4911', '4911', '4911', '4911', '4911', '4924', '4911']"
273151.txt,['6189']
285305.txt,['3672']
272448.txt,"['4911', '4911', '4923']"
266016.txt,['7389']
272201.txt,['6189']
277176.txt,['2851']
282039.txt,['6189']
274127.txt,['8011']
274443.txt,['6189']
274428.txt,['4924']
271209.txt,['4899']
285187.txt,['2834']
280153.txt,['7389']
284052.txt,['4832']
268041.txt,['7900']
273349.txt,[]
266980.txt,['5030']
285279.txt,['6331']
283244.txt,['4213']
279535.txt,['3714']
278714.txt,['6411']
269908.txt,['7350']
265645.txt,"['6798', '6798']"
281239.txt,['7374']
273059.txt,['6189']
277357.txt,['3577']
273548.txt,['6770']
276411.txt,['6021']
274876.txt,['6189']
276746.txt,['3674']
268305.txt,"['2510', '2990']"
270867.txt,['1520']
269627.txt,['7372']
267101.txt,['2834']
265924.txt,['3674']
275224.txt,['6022']
266361.txt,['3060']
281877.txt,['6189']
269470.txt,['2834']
282272.txt,['7389']
275436.txt,['3661']
279725.txt,['7389']
277367.txt,['5200']
280648.txt,['3086']
273407.txt,['6189']
267554.txt,['2834']
279673.txt,['7900']
282036.txt,['2833']
274181.txt,['6331']
268780.txt,"['6221', '6221']"
269161.txt,['1600']
275750.txt,['8731']
276373.txt,['2835']
265427.txt,['6200']
275141.txt,['6189']
268013.txt,['6111']
279422.txt,['6022']
265378.txt,['7372']
265723.txt,['3559']
265461.txt,['3440']
269843.txt,['6798']
271991.txt,['3576']
267462.txt,['3670']
269251.txt,['7389']
283275.txt,['6189']
268314.txt,['1311']
284922.txt,['6331']
268111.txt,['3080']
284514.txt,['2111']
283755.txt,['2834']
265115.txt,['6035']
272567.txt,['3433']
272826.txt,['5812']
282847.txt,['1311']
274285.txt,['1220']
265267.txt,['7374']
270530.txt,['6022']
268635.txt,['8711']
284508.txt,"['4924', '4924', '4924']"
269108.txt,['6282']
271371.txt,['7372']
282989.txt,['6189']
269444.txt,['3510']
274758.txt,['2833']
277393.txt,['2750']
268806.txt,['3751']
275450.txt,['3663']
274570.txt,['6189']
277491.txt,['4931']
278047.txt,['2836']
278750.txt,"['4911', '4911', '4911', '4911', '4911', '4911', '4911', '4911']"
272314.txt,['6798']
274974.txt,['2721']
272441.txt,['7200']
268980.txt,['4922']
271473.txt,['6036']
278804.txt,['4213']
266260.txt,['4822']
272651.txt,"['6500', '6500']"
284018.txt,['6770']
278691.txt,['6798']
277369.txt,['6211']
279587.txt,['2834']
274614.txt,['6189']
272159.txt,"['6189', '6189']"
265687.txt,['3060']
281191.txt,['2834']
265443.txt,['1000']
269240.txt,['3640']
278638.txt,['5110']
279699.txt,['7812']
284350.txt,['6211']
281997.txt,['2834']
282661.txt,['3949']
283687.txt,['2836']
269666.txt,['1311']
265635.txt,['1000']
285593.txt,['6036']
281749.txt,[]
285271.txt,['4412']
274585.txt,['2834']
278718.txt,"['6189', '6189']"
280034.txt,['3312']
279064.txt,['3580']
272871.txt,"['2834', '2834']"
285465.txt,['6221']
270245.txt,['2834']
271663.txt,['7374']
274615.txt,['6189']
267519.txt,['7900']
270106.txt,['1311']
267067.txt,['6770']
281866.txt,['1311']
266442.txt,['3841']
279738.txt,['2810']
284403.txt,['6021']
285804.txt,"['6798', '6519']"
271218.txt,['6331']
278409.txt,['3220']
269058.txt,['2834']
280886.txt,['3674']
270072.txt,['2834']
280666.txt,['5063']
281358.txt,['6798']
285046.txt,['3577']
278626.txt,['1311']
267367.txt,['6189']
285732.txt,"['6798', '6513']"
273284.txt,['7812']
279540.txt,['1221']
275854.txt,['7374']
282276.txt,['6189']
273929.txt,['2844']
279735.txt,['5080']
273685.txt,['6189']
273346.txt,['6189']
280989.txt,['2834']
271637.txt,['6189']
273849.txt,['6189']
276838.txt,"['4931', '4931']"
266681.txt,['7310']
279662.txt,['4822']
284780.txt,['7374']
279073.txt,['3829']
274954.txt,['6189']
285864.txt,['3825']
278685.txt,['6022']
266608.txt,['7372']
284463.txt,['6199']
275249.txt,"['6189', '6189']"
267948.txt,['7372']
274959.txt,['4911']
271031.txt,['3841']
275995.txt,['2522']
275787.txt,['5051']
276788.txt,['1040']
280466.txt,['5200']
280728.txt,"['6221', '6221']"
279707.txt,['3826']
272059.txt,['8731']
266328.txt,['6770']
283332.txt,['2390']
281035.txt,['7372']
281869.txt,['6331']
265184.txt,['3663']
273421.txt,['6798']
276762.txt,['6552']
285757.txt,['3620']
274626.txt,['3480']
278623.txt,['6770']
279953.txt,['6311']
266323.txt,['6099']
270510.txt,['6189']
270208.txt,"['6189', '6189']"
272580.txt,['6022']
281807.txt,['8742']
280253.txt,['6399']
283453.txt,['7389']
280927.txt,['7389']
274938.txt,['6189']
276801.txt,['6022']
280321.txt,['3577']
271023.txt,['3841']
272671.txt,['6189']
271332.txt,['6282']
270852.txt,['6022']
267984.txt,['7389']
271042.txt,['6798']
271379.txt,['4610']
274431.txt,['6189']
284004.txt,['6189']
276403.txt,['6021']
279448.txt,['3420']
282428.txt,['3841']
268460.txt,['1600']
267216.txt,['3841']
283693.txt,['7370']
270934.txt,['6022']
274865.txt,['7200']
269889.txt,['6022']
265890.txt,['5990']
284365.txt,['1623']
265326.txt,['6331']
275074.txt,['6189']
270239.txt,['2834']
282980.txt,['6798']
281999.txt,['6798']
273797.txt,['6189']
274352.txt,['6189']
267700.txt,"['6798', '6798']"
283737.txt,"['6189', '6189']"
265585.txt,"['6798', '6798']"
267196.txt,['1040']
274309.txt,['7372']
272164.txt,['3713']
285841.txt,['2300']
280707.txt,['7350']
282592.txt,['5013']
280288.txt,['6798']
285071.txt,['2835']
285410.txt,['7372']
275627.txt,"['4911', '4911', '4911', '4911']"
267346.txt,['3490']
280967.txt,['3533']
273812.txt,['6798']
278539.txt,['3949']
278044.txt,['2836']
266515.txt,['8742']
270267.txt,['7374']
270562.txt,['6035']
279704.txt,['7990']
273472.txt,['6189']
270347.txt,['1000']
280902.txt,['8062']
280073.txt,['5500']
271519.txt,['2834']
280794.txt,['6199']
283746.txt,['5944']
285686.txt,['6035']
284467.txt,['5812']
273958.txt,['8742']
277007.txt,['3825']
285791.txt,['6021']
275279.txt,['4833']
282766.txt,['4899']
275410.txt,['5712']
269598.txt,['6500']
276454.txt,['6021']
279590.txt,"['6798', '7011']"
284332.txt,['1311']
285790.txt,['3760']
271080.txt,['7990']
285509.txt,['6500']
273345.txt,['4700']
267356.txt,['3411']
273537.txt,['2834']
270769.txt,['4922']
268446.txt,['6189']
272721.txt,['7374']
285450.txt,['1389']
267454.txt,['6189']
282144.txt,['6770']
268498.txt,['7200']
276583.txt,['6798']
281528.txt,['3669']
280451.txt,['6022']
269654.txt,['4832']
265214.txt,['7373']
276539.txt,['2320']
271142.txt,['7372']
278402.txt,"['4900', '4911', '4911', '4911', '4931', '4911']"
271413.txt,['4955']
277721.txt,['7374']
279113.txt,['6035']
277278.txt,"['4931', '4931', '4911']"
282834.txt,['7350']
274140.txt,['6035']
270673.txt,"['7011', '7011']"
284542.txt,['5812']
272044.txt,['6189']
277198.txt,['5940']
265079.txt,['3559']
267749.txt,['5812']
266663.txt,['2834']
268862.txt,"['6189', '6189']"
280481.txt,['4400']
266470.txt,['2834']
276644.txt,['6022']
265287.txt,['6022']
269324.txt,['2834']
283761.txt,['7011']
280101.txt,['3841']
280944.txt,['2834']
279169.txt,['6331']
275761.txt,['6282']
274194.txt,['7374']
283501.txt,"['6189', '6189']"
282252.txt,['7900']
281377.txt,['2836']
274961.txt,['6770']
270346.txt,['1389']
276869.txt,['3672']
280505.txt,['4700']
271359.txt,['2834']
268964.txt,['5900']
276825.txt,['2320']
265048.txt,['7363']
281465.txt,['6189']
278093.txt,['4932']
269413.txt,['2013']
276361.txt,['6021']
272511.txt,['1040']
271066.txt,['3100']
270804.txt,['7311']
271847.txt,['5961']
274679.txt,"['6311', '6311']"
284408.txt,['3621']
284549.txt,['6795']
269809.txt,['3440']
284297.txt,['6211']
275661.txt,['3829']
267983.txt,['7200']
271146.txt,['6189']
283998.txt,"['6189', '6189']"
280387.txt,['4911']
279527.txt,['6798']
278139.txt,['8741']
281187.txt,['1382']
274167.txt,['3533']
265860.txt,['7374']
269651.txt,['3823']
283783.txt,['6021']
283970.txt,['4931']
279596.txt,['2860']
284292.txt,['1311']
285566.txt,"['4841', '4841']"
281325.txt,['3841']
283907.txt,['6189']
266789.txt,['6022']
277137.txt,['4100']
283980.txt,['6189']
277822.txt,['3823']
267147.txt,['6021']
280357.txt,['3845']
271807.txt,['6798']
271247.txt,['6189']
275359.txt,['4923']
269248.txt,['6500']
285028.txt,['6022']
285551.txt,['6331']
285663.txt,['3714']
272997.txt,[]
267663.txt,['6211']
265379.txt,['7372']
277687.txt,['5661']
278401.txt,['2320']
266351.txt,['4941']
274557.txt,['6189']
283310.txt,['2834']
272708.txt,['1400']
274728.txt,['6189']
285831.txt,['2836']
280419.txt,"['5960', '4922']"
269829.txt,['2834']
272960.txt,"['2821', '2860']"
273211.txt,['6799']
268696.txt,['3569']
272277.txt,['6211']
281479.txt,['3841']
280107.txt,['2834']
275536.txt,['6021']
280948.txt,['2300']
281487.txt,['1700']
272245.txt,['5900']
272896.txt,['7374']
270251.txt,['2834']
267959.txt,['2842']
282564.txt,['6189']
285343.txt,['3842']
282202.txt,['2082']
265505.txt,['6798']
280971.txt,['7372']
279872.txt,['7812']
279466.txt,['6211']
281927.txt,[]
274998.txt,['6189']
267259.txt,['2834']
273585.txt,['6189']
265484.txt,['3663']
276964.txt,['3679']
278086.txt,['7389']
266264.txt,['7310']
268909.txt,['7371']
272097.txt,['5812']
266581.txt,['2851']
280876.txt,['3842']
272882.txt,['2836']
272654.txt,['6282']
283647.txt,['2834']
279391.txt,['4899']
272319.txt,['6189']
269374.txt,['7372']
270456.txt,['3100']
270355.txt,['0700']
278023.txt,['6211']
280215.txt,['3841']
272020.txt,"['6798', '6798']"
270068.txt,['7389']
285681.txt,"['4911', '4911']"
278178.txt,['3670']
284021.txt,['8090']
284736.txt,['3826']
271936.txt,['6531']
285316.txt,['1311']
266484.txt,['3690']
283441.txt,['6189']
274267.txt,['2673']
273322.txt,['3841']
265604.txt,['6311']
282168.txt,['1000']
278107.txt,['5651']
281482.txt,['1311']
274990.txt,['7200']
268021.txt,['5600']
280216.txt,['7350']
269438.txt,['3841']
276152.txt,['3561']
278808.txt,['5063']
265898.txt,['7370']
274673.txt,['5812']
272169.txt,['6189']
270198.txt,"['6189', '6189']"
269487.txt,['6799']
269669.txt,['2834']
285107.txt,['2834']
278915.txt,['5961']
278281.txt,"['6189', '6189']"
265836.txt,['4813']
265849.txt,['7011']
273236.txt,['3714']
283347.txt,[]
275557.txt,['7311']
276452.txt,['1311']
281263.txt,['3841']
270406.txt,['6022']
273735.txt,['7372']
277722.txt,['7374']
269551.txt,['3841']
275835.txt,['6331']
268300.txt,['7200']
268512.txt,['7372']
276616.txt,['4213']
270097.txt,['2080']
265266.txt,['7374']
281979.txt,['6189']
274331.txt,['6189']
272344.txt,['3845']
266086.txt,['2400']
273654.txt,['6189']
284844.txt,['5047']
283353.txt,['4841']
272270.txt,['7372']
280866.txt,['2834']
281975.txt,['6036']
284975.txt,['3674']
276160.txt,['7830']
283243.txt,['6770']
272943.txt,['6189']
273860.txt,['4832']
282242.txt,['8731']
284146.txt,['5621']
278674.txt,['2836']
269212.txt,"['6189', '6189']"
274414.txt,['1311']
285172.txt,['6021']
284046.txt,['2834']
267073.txt,['7011']
280483.txt,['4610']
280511.txt,['6111']
265503.txt,"['4911', '4911']"
276091.txt,['2670']
266851.txt,['6021']
279094.txt,['3743']
273962.txt,['6221']
272581.txt,['6022']
277824.txt,['6141']
276986.txt,['6331']
273347.txt,['6189']
281060.txt,['5912']
272158.txt,['2834']
282593.txt,['7389']
272213.txt,['3841']
279797.txt,['7900']
270622.txt,['6035']
274677.txt,['6189']
271161.txt,['1000']
274695.txt,['6189']
281892.txt,['6153']
285062.txt,"['4911', '4911']"
279065.txt,['3825']
274147.txt,['3270']
274889.txt,['6189']
282537.txt,['6519']
274347.txt,['7372']
267760.txt,['8742']
281282.txt,['3571']
275998.txt,['4911']
270065.txt,['2741']
280384.txt,['2834']
285100.txt,['7372']
269344.txt,['6798']
277688.txt,['5661']
266085.txt,['2400']
274429.txt,"['4924', '4924', '4924', '4924']"
280953.txt,['7380']
273510.txt,['8062']
269405.txt,['8071']
275971.txt,['3825']
284754.txt,['6022']
275754.txt,['4522']
267764.txt,['4812']
279393.txt,"['4911', '4911', '4911']"
270838.txt,"['4911', '4911', '4931', '4931', '4911']"
267412.txt,['6519']
275830.txt,['5110']
266711.txt,['3590']
265088.txt,['7372']
273589.txt,['2836']
277407.txt,['6282']
265525.txt,['2320']
273679.txt,['6189']
281514.txt,['7389']
284666.txt,['4813']
277307.txt,['6022']
265699.txt,['3533']
268247.txt,['5130']
283458.txt,['6189']
274193.txt,['6770']
277422.txt,['5150']
278531.txt,['2421']
267978.txt,['8731']
284068.txt,"['6189', '6189']"
273661.txt,[]
265910.txt,['3663']
283126.txt,['2834']
270333.txt,['2834']
275458.txt,['6500']
274789.txt,['7370']
265546.txt,['6021']
268652.txt,['3845']
267385.txt,['3674']
279493.txt,"['4941', '4941']"
278320.txt,['3674']
282813.txt,['7372']
267929.txt,['6794']
278028.txt,['3621']
272622.txt,['4922']
285274.txt,['6022']
275985.txt,"['7510', '7510']"
283015.txt,"['6189', '6189']"
280512.txt,['6111']
272980.txt,['7372']
284107.txt,['6189']
268017.txt,['7389']
275075.txt,['6189']
285016.txt,['4213']
283676.txt,['8071']
280315.txt,['3674']
269206.txt,['1311']
273376.txt,['2510']
272870.txt,"['2834', '2834']"
275203.txt,[]
284537.txt,['2430']
271781.txt,['3590']
269868.txt,['3669']
273943.txt,['6189']
268289.txt,['2834']
283870.txt,['6770']
275895.txt,['6282']
270730.txt,['3652']
266118.txt,['6324']
278948.txt,['1311']
280316.txt,['2860']
277421.txt,['2300']
285624.txt,['6331']
269331.txt,['2834']
279470.txt,"['6798', '6798']"
285827.txt,['5090']
280676.txt,['1311']
274489.txt,['2300']
278736.txt,['3640']
285389.txt,['6211']
284543.txt,['7320']
274965.txt,[]
268740.txt,['6199']
274619.txt,['6022']
271983.txt,['2082']
281622.txt,['1040']
266766.txt,['7359']
284295.txt,['8071']
274561.txt,"['6189', '6189']"
266628.txt,['6282']
279768.txt,['5130']
267343.txt,['2836']
275831.txt,['7372']
276685.txt,['6798']
282096.txt,['6282']
265028.txt,['6153']
273305.txt,['7359']
273462.txt,['7310']
280757.txt,['1311']
281170.txt,['3612']
278064.txt,['6282']
266280.txt,['5990']
283958.txt,['6189']
265569.txt,['7372']
270801.txt,['6798']
274815.txt,['2834']
267733.txt,['3674']
273875.txt,['6022']
271544.txt,['6311']
272129.txt,['1389']
272619.txt,"['6189', '6189']"
275573.txt,['2860']
275231.txt,['6189']
281599.txt,['1040']
280697.txt,['7372']
280486.txt,['8060']
277091.txt,"['6798', '6798']"
284775.txt,['1311']
271213.txt,['6189']
277478.txt,['6500']
282043.txt,['3841']
284073.txt,['6189']
285050.txt,['3711']
268250.txt,['2834']
265813.txt,['5961']
282021.txt,['4911']
272389.txt,['6021']
280922.txt,['7363']
283981.txt,['7372']
270443.txt,['2834']
280698.txt,['4512']
272787.txt,['5960']
266059.txt,['6331']
279560.txt,['5812']
266488.txt,['8731']
265744.txt,['6799']
269609.txt,['3910']
284653.txt,['6022']
268079.txt,['3841']
281891.txt,['1700']
275000.txt,['5500']
266337.txt,['7389']
283606.txt,['7389']
267189.txt,['2200']
276319.txt,['2834']
272641.txt,['6189']
272791.txt,"['6189', '6189']"
275769.txt,['6022']
279251.txt,['5150']
270774.txt,['6159']
278257.txt,['8741']
266340.txt,['4813']
271485.txt,[]
276125.txt,['3540']
271437.txt,['1311']
285786.txt,['5331']
279317.txt,['6798']
277600.txt,['1000']
272326.txt,['2834']
274977.txt,['6189']
266528.txt,['3661']
281256.txt,['5960']
266367.txt,['4210']
265862.txt,['6798']
277556.txt,['1311']
279460.txt,['6022']
280583.txt,['6189']
283072.txt,['7000']
272807.txt,['6189']
282913.txt,['1311']
269224.txt,['1090']
280619.txt,['6189']
281972.txt,['6189']
282527.txt,['6021']
278167.txt,['3827']
274323.txt,['7374']
279879.txt,['2834']
279757.txt,['7372']
274082.txt,['3272']
269803.txt,['1000']
266505.txt,['2834']
272908.txt,['2834']
265046.txt,['3826']
285186.txt,['5912']
280853.txt,"['6189', '6189']"
280527.txt,['6111']
267011.txt,['6189']
268499.txt,['5400']
269153.txt,['7374']
276193.txt,['6795']
266003.txt,['7389']
275212.txt,"['6189', '6189']"
271788.txt,['6531']
280110.txt,['5045']
279228.txt,['3841']
265042.txt,['3663']
285034.txt,['6199']
271932.txt,['6189']
283256.txt,['6798']
277275.txt,"['4911', '4911', '4911', '4911', '4911', '4911', '4911', '4911']"
278179.txt,['3670']
272811.txt,['6798']
267861.txt,['2834']
283882.txt,['6189']
272806.txt,['5812']
275169.txt,['6770']
267267.txt,['4922']
282654.txt,['2800']
284971.txt,['3845']
282473.txt,['3433']
272313.txt,['2834']
270914.txt,['6311']
276560.txt,['2835']
277483.txt,['3490']
270006.txt,['7380']
282386.txt,['2834']
274010.txt,['7990']
268425.txt,['5961']
284274.txt,['2840']
283081.txt,['5160']
284420.txt,['7361']
277725.txt,['3674']
268953.txt,['2834']
281742.txt,['2721']
269922.txt,['2834']
277098.txt,['6211']
273242.txt,['4911']
277277.txt,"['4931', '4911', '4931']"
269739.txt,['2834']
270493.txt,['6199']
269452.txt,['3674']
278561.txt,['2836']
282988.txt,['7363']
271559.txt,['1531']
285070.txt,['3350']
278710.txt,['7372']
280087.txt,['3661']
282842.txt,['3089']
267495.txt,['3577']
270495.txt,['7372']
280280.txt,['3674']
269015.txt,['7310']
285131.txt,['4955']
275705.txt,['3021']
282312.txt,['8071']
276020.txt,['5812']
269463.txt,['7372']
266989.txt,['2860']
269818.txt,['3841']
274475.txt,['5961']
284941.txt,['2711']
275770.txt,['3823']
270739.txt,['4899']
275757.txt,['5500']
274408.txt,['7011']
265377.txt,['5812']
284232.txt,['3711']
284987.txt,['1531']
285288.txt,['7389']
268662.txt,"['6221', '6221']"
277473.txt,['5812']
280795.txt,['1382']
277123.txt,['3751']
285117.txt,['3678']
279826.txt,['4610']
271990.txt,['6798']
271929.txt,['6189']
279223.txt,['1311']
283695.txt,['7372']
268878.txt,"['6189', '6189']"
271862.txt,['6189']
273543.txt,['6189']
270494.txt,['6199']
273050.txt,['8742']
273006.txt,['7372']
265275.txt,['7374']
278983.txt,['5045']
276684.txt,['6798']
266881.txt,['8090']
282673.txt,['2834']
271156.txt,['6311']
282848.txt,['6189']
274329.txt,['5030']
278697.txt,['2860']
271273.txt,['1382']
285298.txt,['6141']
268098.txt,['6221']
275563.txt,['2820']
268943.txt,['3674']
274036.txt,['3949']
276665.txt,['6022']
271231.txt,['6189']
268202.txt,['3674']
277956.txt,['7372']
270806.txt,['2834']
272029.txt,['6189']
272175.txt,['6189']
282155.txt,['6189']
269419.txt,['7370']
279674.txt,['2834']
274777.txt,['6189']
266151.txt,['4813']
274143.txt,['5960']
271950.txt,['7389']
282505.txt,['4841']
269963.txt,['1382']
270230.txt,['7812']
269135.txt,['2834']
280769.txt,['7372']
279089.txt,['4922']
265863.txt,['6798']
278387.txt,"['6798', '6798']"
273540.txt,['2430']
281860.txt,['2834']
276146.txt,['3679']
265230.txt,['6021']
270714.txt,['1311']
274597.txt,['5810']
273518.txt,['0700']
282639.txt,['2834']
267460.txt,[]
276360.txt,['6021']
282342.txt,['2711']
285583.txt,['3714']
278030.txt,['8711']
281042.txt,['6770']
276888.txt,['6022']
271569.txt,['7359']
270223.txt,['2834']
285201.txt,['3661']
283067.txt,['6189']
268959.txt,['2834']
283861.txt,['6770']
279916.txt,['3669']
276019.txt,['3672']
271698.txt,['6189']
284541.txt,['2090']
275328.txt,['2834']
267436.txt,['3841']
278150.txt,['2834']
277921.txt,['3420']
272357.txt,['5960']
278753.txt,['4931']
265035.txt,['3357']
273994.txt,['8900']
271558.txt,['7389']
274161.txt,['6770']
265608.txt,['6021']
283135.txt,['2834']
269770.txt,['1000']
275090.txt,['8093']
281302.txt,['3510']
272351.txt,['2820']
271224.txt,"['6189', '6189', '6189']"
265189.txt,"['4931', '4911', '4931']"
277808.txt,['8090']
281084.txt,['3990']
275314.txt,['6770']
279135.txt,['3560']
267828.txt,['7990']
265678.txt,['5331']
280994.txt,['2834']
269277.txt,['6021']
267119.txt,['2835']
269056.txt,['3674']
270894.txt,['1311']
267295.txt,['7389']
268942.txt,['3842']
271546.txt,['6189']
271880.txt,['4955']
276096.txt,['7361']
273288.txt,['2836']
267064.txt,['4899']
266070.txt,['6022']
269941.txt,['3634']
270663.txt,['1040']
268334.txt,['1311']
278377.txt,['4955']
276149.txt,['1311']
269235.txt,['1000']
282260.txt,['6798']
279278.txt,['7370']
265148.txt,['4813']
281128.txt,['1040']
273039.txt,['6022']
282401.txt,['3533']
277820.txt,['2834']
272138.txt,['6189']
284410.txt,['3825']
267083.txt,"['6189', '6189']"
269008.txt,['2860']
268683.txt,['6189']
273923.txt,['3714']
273833.txt,['7372']
277529.txt,['1400']
282101.txt,['6189']
278754.txt,['4931']
278122.txt,['2834']
279163.txt,['2836']
265707.txt,['3620']
273238.txt,['4911']
274107.txt,['2030']
266388.txt,['1382']
278254.txt,['2082']
268277.txt,['1311']
280517.txt,['2836']
284440.txt,['8900']
278145.txt,['4832']
269316.txt,['6500']
267394.txt,['1400']
278660.txt,"['6798', '6798']"
278687.txt,['3861']
282438.txt,['3080']
276967.txt,['1400']
276927.txt,['6022']
267063.txt,['4899']
280760.txt,['2844']
284489.txt,['5080']
273104.txt,['5045']
275343.txt,"['4911', '4911']"
271962.txt,['2834']
268928.txt,['7372']
269389.txt,['6221']
282435.txt,['6189']
273206.txt,['6189']
280186.txt,['6159']
266130.txt,['7372']
275291.txt,"['6189', '6189']"
267107.txt,['4700']
274066.txt,['7389']
277526.txt,['6021']
269517.txt,['6022']
267573.txt,['2836']
278508.txt,['3674']
275240.txt,['7350']
278188.txt,['2844']
271431.txt,['3845']
280318.txt,"['6189', '6189', '6189']"
284504.txt,['1311']
278466.txt,['7374']
284764.txt,['8050']
270941.txt,['6531']
271774.txt,['7990']
274576.txt,['6189']
275918.txt,['3600']
272652.txt,['2040']
277445.txt,['4955']
281182.txt,['1311']
284470.txt,['2911']
274440.txt,['5140']
275168.txt,['3523']
271917.txt,[]
281516.txt,['3841']
266865.txt,['2834']
271907.txt,"['6798', '6798']"
278272.txt,"['6189', '6189']"
276484.txt,['1400']
271725.txt,['6189']
277199.txt,['1623']
268758.txt,['7372']
271448.txt,['3050']
271997.txt,['1520']
271240.txt,['3841']
281737.txt,['6531']
269748.txt,['5084']
274940.txt,['6770']
275581.txt,['3841']
265917.txt,['1311']
277870.txt,['3845']
281121.txt,['6799']
277995.txt,['2834']
269297.txt,['4700']
271626.txt,['7370']
282888.txt,['0100']
284888.txt,['6798']
276372.txt,['1000']
284767.txt,['6022']
281837.txt,['1000']
266880.txt,"['4931', '4931', '4911', '4931', '4911', '4931', '4911', '4931', '4911']"
284909.txt,['1531']
269691.txt,['7372']
265030.txt,['6199']
272267.txt,['2834']
277882.txt,['8711']
269263.txt,['7389']
275459.txt,['6311']
272080.txt,['3661']
284842.txt,['4412']
279366.txt,['7372']
275395.txt,"['6189', '6189', '6189', '6189', '6189', '6189', '6189']"
265400.txt,['1311']
270593.txt,['2834']
269910.txt,['2834']
280013.txt,['2836']
275283.txt,['6770']
280320.txt,['6211']
272333.txt,['7371']
278055.txt,['2836']
278024.txt,['6211']
270459.txt,"['6798', '6798']"
278353.txt,['5621']
282671.txt,['6022']
282591.txt,['8742']
268759.txt,['2836']
284763.txt,['4931']
270630.txt,['4813']
270428.txt,"['6798', '6798']"
282087.txt,['2834']
273351.txt,['6798']
268810.txt,['6036']
281878.txt,['6035']
282399.txt,['2834']
283073.txt,['7990']
267406.txt,['8742']
272421.txt,['6189']
267925.txt,['1311']
267142.txt,['7372']
266976.txt,['6282']
267545.txt,['2834']
278216.txt,['6022']
283412.txt,['2834']
284570.txt,['1400']
271951.txt,['7381']
283460.txt,['6798']
270603.txt,['8200']
