FileName,Standard Industrial Classification
284174.txt,"['6189', '6189', '6189', '6189', '6189', '6189', '6189']"
282038.txt,['3585']
277113.txt,['4213']
285260.txt,['6770']
276164.txt,['6411']
276413.txt,['6022']
272981.txt,['7372']
279357.txt,['6531']
283942.txt,"['6189', '6189']"
277714.txt,['6022']
271747.txt,['6189']
284413.txt,['6022']
285433.txt,['6552']
265386.txt,['3533']
279077.txt,['5944']
283020.txt,['6311']
284950.txt,['2052']
266732.txt,['7372']
275816.txt,['3845']
267015.txt,['7389']
285461.txt,['6798']
266033.txt,['3140']
282308.txt,['2833']
269032.txt,['6141']
265619.txt,['3081']
282572.txt,['7372']
271804.txt,['5500']
273371.txt,['4700']
278884.txt,['5812']
271266.txt,[]
268447.txt,['6189']
281106.txt,['3674']
266392.txt,['2834']
278851.txt,['3714']
268582.txt,['4922']
278519.txt,"['6798', '6798']"
279262.txt,['3533']
280637.txt,['6189']
267183.txt,['6770']
274404.txt,['6189']
273141.txt,['7389']
266918.txt,['3510']
273097.txt,['2834']
271727.txt,['7822']
265896.txt,['2833']
280192.txt,['6022']
281476.txt,['3510']
278397.txt,['2835']
273726.txt,['2834']
278563.txt,['7900']
265719.txt,['6221']
279005.txt,['7359']
276742.txt,['3089']
279809.txt,"['6189', '6189', '6189']"
269755.txt,['6159']
267338.txt,['7372']
270046.txt,['6798']
277377.txt,['6311']
265530.txt,['6798']
277974.txt,['6798']
265810.txt,['5070']
266930.txt,['6411']
267005.txt,['3714']
265354.txt,['8742']
269434.txt,['3669']
269046.txt,['5812']
268339.txt,['8071']
280294.txt,['6211']
275889.txt,['3089']
282728.txt,['6189']
267384.txt,['3674']
273651.txt,['3089']
280241.txt,['2834']
272048.txt,['2100']
277849.txt,['2731']
284307.txt,['7389']
267779.txt,['2100']
279236.txt,['1311']
270830.txt,['5122']
276845.txt,"['4900', '4911', '4911', '4911', '4931', '4911']"
271939.txt,['6331']
283410.txt,['5810']
268803.txt,['2621']
273604.txt,[]
269835.txt,['7997']
271646.txt,"['2911', '2911']"
269275.txt,['6798']
283682.txt,['6189']
280412.txt,['6211']
280861.txt,"['6221', '6221']"
275990.txt,['3841']
272117.txt,['6022']
274457.txt,['6189']
277997.txt,['3715']
272813.txt,['5141']
268863.txt,"['6189', '6189']"
283145.txt,['3533']
269936.txt,['3510']
275983.txt,['2060']
272707.txt,['6021']
282000.txt,['6189']
276216.txt,['3842']
272647.txt,['6282']
285758.txt,"['6798', '6798']"
283220.txt,['6798']
273563.txt,['6035']
277942.txt,['2834']
268956.txt,['8000']
269982.txt,['7310']
267585.txt,['3674']
271351.txt,['7380']
277976.txt,['7372']
276591.txt,['3826']
279491.txt,['7372']
273515.txt,['7373']
267324.txt,['2834']
276241.txt,['3663']
267219.txt,['7389']
270648.txt,['2834']
270929.txt,['6189']
273129.txt,['6189']
283670.txt,['4932']
276255.txt,['3089']
267154.txt,['3663']
285603.txt,['6036']
272637.txt,['3845']
275777.txt,['3825']
284208.txt,['3011']
281439.txt,['8011']
272362.txt,['2834']
268880.txt,"['6221', '6221']"
283083.txt,['8071']
280507.txt,['3841']
266785.txt,"['4924', '4924', '4924']"
275723.txt,['2761']
281961.txt,['6500']
265941.txt,['6021']
285234.txt,['3411']
276599.txt,['2836']
285643.txt,['6021']
273031.txt,['6189']
278098.txt,['2086']
265346.txt,['6331']
279958.txt,['1040']
282353.txt,['6189']
275538.txt,['3578']
281486.txt,['2834']
270511.txt,['6189']
280211.txt,['4911']
273483.txt,['6189']
269978.txt,['6221']
284984.txt,['6794']
269351.txt,['2820']
266223.txt,['2834']
266044.txt,['7310']
270131.txt,['6221']
271499.txt,['6798']
275406.txt,['3825']
278551.txt,['3663']
276063.txt,['1600']
277711.txt,['1381']
268481.txt,['5734']
266529.txt,['3661']
266483.txt,['2080']
279069.txt,['3674']
281558.txt,['6199']
277589.txt,['3949']
284600.txt,['5812']
274955.txt,['6189']
275792.txt,['6500']
279497.txt,['7389']
269155.txt,['2834']
274087.txt,['8011']
269123.txt,['8742']
285282.txt,['2836']
268809.txt,['2836']
269952.txt,['7372']
267862.txt,['2834']
266814.txt,['2911']
269342.txt,['2834']
281875.txt,['7372']
283311.txt,['6798']
265782.txt,['4924']
269509.txt,['3842']
277303.txt,['3350']
282167.txt,['6189']
268124.txt,['5065']
280206.txt,['6189']
274599.txt,['6770']
283492.txt,['3841']
278264.txt,['1311']
272969.txt,['8744']
285543.txt,['5200']
285399.txt,['2836']
266620.txt,['1389']
284683.txt,['3841']
273716.txt,['3564']
271629.txt,['2711']
271269.txt,['8711']
279920.txt,['4911']
273333.txt,['6211']
283346.txt,"['4911', '4911', '4911', '4911', '4911', '4911', '4911', '4911']"
277373.txt,['3571']
265547.txt,['4941']
267527.txt,['6321']
273205.txt,"['6798', '6798']"
274921.txt,['3944']
283928.txt,['6189']
272453.txt,[]
283086.txt,['6189']
276021.txt,['5812']
278231.txt,['7200']
282907.txt,['6798']
276657.txt,['6324']
270529.txt,['6022']
281657.txt,['1000']
268294.txt,['5812']
285570.txt,['7374']
266154.txt,['5961']
276789.txt,['1040']
281995.txt,['5331']
273674.txt,['7389']
274034.txt,['6035']
268319.txt,['6770']
272225.txt,['3640']
275940.txt,['1623']
279024.txt,['3564']
279041.txt,['3317']
269916.txt,['6798']
267536.txt,['2834']
284792.txt,"['6189', '6189', '6189', '6189', '6189', '6189', '6189']"
270675.txt,['6794']
267687.txt,['3620']
273041.txt,['6189']
282302.txt,['7350']
271064.txt,['1000']
281322.txt,"['1381', '1381']"
273864.txt,['6035']
270617.txt,['6798']
282514.txt,['3845']
273851.txt,"['6189', '6189']"
266548.txt,['3821']
271605.txt,['5411']
282131.txt,['6500']
279530.txt,['2890']
266017.txt,['7389']
273150.txt,['6189']
272049.txt,['2100']
281570.txt,"['6189', '6189']"
273977.txt,['6770']
272460.txt,['6798']
285061.txt,['6022']
277311.txt,['6022']
277776.txt,['4833']
274989.txt,['7374']
274648.txt,['6770']
282949.txt,['1311']
273711.txt,['8011']
271891.txt,['7389']
266909.txt,['3661']
283305.txt,['6189']
283424.txt,['3851']
280846.txt,"['6189', '6189']"
277394.txt,['2750']
279122.txt,['1000']
284000.txt,['6189']
280543.txt,['6111']
272480.txt,['5160']
285019.txt,['2836']
283158.txt,['6189']
271282.txt,['6189']
277224.txt,['6199']
272250.txt,"['6189', '6189']"
268702.txt,['2990']
275015.txt,['6510']
276642.txt,['6770']
274171.txt,['3679']
271211.txt,['7371']
276837.txt,"['4931', '4931']"
276954.txt,['2836']
276352.txt,['7389']
280878.txt,['1400']
268394.txt,['6221']
274517.txt,['6189']
282305.txt,['4899']
268901.txt,['1311']
268713.txt,['1311']
281914.txt,['3569']
275182.txt,['6189']
283768.txt,['6282']
271934.txt,[]
282173.txt,"['6798', '6798']"
274873.txt,[]
267839.txt,['3826']
278779.txt,['8090']
273783.txt,['2834']
282323.txt,['6798']
279513.txt,['7320']
266994.txt,['6513']
277865.txt,['1311']
284079.txt,['2673']
265753.txt,['7389']
273350.txt,[]
269219.txt,['6221']
285720.txt,"['4911', '4911', '4911', '4911', '4911', '4911', '4911', '4911']"
267400.txt,['6552']
266418.txt,['3823']
282339.txt,['8742']
271444.txt,['3312']
276014.txt,"['4911', '4911']"
284005.txt,['6770']
273300.txt,['6189']
282368.txt,['3576']
265237.txt,['5500']
272224.txt,['5094']
269395.txt,['1040']
281083.txt,['5900']
267381.txt,"['6189', '6189']"
285770.txt,['6022']
267494.txt,['8200']
278998.txt,['2836']
283154.txt,['3674']
268919.txt,['3842']
282628.txt,['6022']
285184.txt,['5180']
267880.txt,['0100']
271905.txt,['6189']
274295.txt,['4011']
276111.txt,['2030']
274827.txt,['7000']
271712.txt,['7371']
268083.txt,['2621']
267557.txt,['7330']
283298.txt,['2834']
266811.txt,['2000']
282549.txt,['6500']
281105.txt,['2834']
271809.txt,['7372']
285629.txt,['6513']
283857.txt,['6189']
277843.txt,['7372']
265367.txt,['6798']
284992.txt,['5735']
269143.txt,['2834']
283207.txt,['6799']
272757.txt,['3674']
282850.txt,['6798']
279159.txt,['1700']
271185.txt,['2834']
279888.txt,['2834']
277340.txt,['4833']
276666.txt,['4813']
273425.txt,['5700']
268214.txt,['1090']
283386.txt,['6189']
284642.txt,['2780']
280509.txt,['6221']
273558.txt,['6189']
280135.txt,['6500']
283681.txt,['6189']
268550.txt,['6211']
270095.txt,['2080']
271893.txt,['1000']
273854.txt,['6022']
265846.txt,['6221']
285575.txt,['6798']
277563.txt,['6141']
269012.txt,['7372']
276820.txt,['5047']
273383.txt,['2050']
280103.txt,['5810']
277247.txt,['6331']
267840.txt,['3841']
273486.txt,"['6189', '6189']"
277572.txt,['8200']
282425.txt,['7374']
265696.txt,['6512']
283764.txt,"['6189', '6189']"
277116.txt,['6794']
281982.txt,['3790']
282067.txt,['7200']
279941.txt,['1000']
266924.txt,"['6189', '6189', '6189']"
274823.txt,"['6189', '6189']"
266587.txt,['5812']
276076.txt,['2040']
268306.txt,['6221']
277967.txt,['7311']
278427.txt,"['6798', '6798']"
280669.txt,"['6798', '6798']"
270298.txt,['1311']
280028.txt,['3826']
277777.txt,"['6798', '6798']"
285386.txt,['3523']
285506.txt,"['6189', '6189']"
278289.txt,['4513']
275555.txt,['2821']
271555.txt,['6189']
270255.txt,['2750']
277501.txt,['3621']
279829.txt,['1000']
267532.txt,['6513']
280285.txt,['5812']
274351.txt,['6770']
265673.txt,['4813']
271197.txt,['1311']
270487.txt,['2834']
280821.txt,['2836']
273079.txt,['6189']
268496.txt,['2834']
279310.txt,['1040']
275485.txt,['3829']
265265.txt,['6021']
278965.txt,['6022']
281946.txt,['6189']
277944.txt,['7310']
285023.txt,['6331']
269500.txt,['5600']
269791.txt,['6798']
266668.txt,['5945']
270281.txt,['6153']
271601.txt,['6189']
273200.txt,['2834']
273517.txt,['2836']
270618.txt,['6798']
285210.txt,['6021']
270609.txt,['2030']
274422.txt,['4924']
268739.txt,['6199']
282677.txt,['2870']
266546.txt,['2834']
284873.txt,['6021']
268821.txt,"['6221', '6221']"
269122.txt,['8742']
276469.txt,['6021']
282832.txt,['6189']
267596.txt,['3841']
268356.txt,['8051']
265132.txt,['2834']
269996.txt,['2834']
279443.txt,['6798']
265869.txt,['8111']
270820.txt,['5141']
272782.txt,['5122']
276818.txt,['3670']
271109.txt,['2834']
269047.txt,['2836']
281305.txt,['3390']
282271.txt,['2834']
274562.txt,['6189']
279814.txt,['1311']
275760.txt,['6282']
270094.txt,['4813']
273786.txt,['5990']
276410.txt,['6021']
269632.txt,['3841']
273759.txt,['6189']
282846.txt,['6189']
279690.txt,['2834']
267993.txt,['4813']
272987.txt,['8200']
269520.txt,['6798']
282503.txt,"['6500', '6500']"
278581.txt,['1531']
281673.txt,['6798']
274380.txt,['3531']
269735.txt,['3674']
271643.txt,['6189']
272271.txt,['7372']
268020.txt,['5600']
275847.txt,['6022']
268576.txt,['2860']
266015.txt,['6794']
273204.txt,"['6798', '6798']"
274266.txt,['2673']
266637.txt,['6311']
285605.txt,['7011']
279929.txt,['5940']
275144.txt,['6189']
280576.txt,['2836']
269878.txt,['3841']
273956.txt,['3949']
273985.txt,['2000']
270997.txt,['2834']
272513.txt,['6798']
270084.txt,['8082']
265194.txt,['7200']
276168.txt,['2430']
272973.txt,['7373']
273244.txt,['3559']
270897.txt,[]
279835.txt,['3714']
277028.txt,['3841']
271580.txt,['6798']
284716.txt,['7510']
266683.txt,['7011']
267834.txt,"['6798', '6798']"
277512.txt,['7310']
285850.txt,['3714']
267665.txt,['4610']
274792.txt,['6189']
285742.txt,['4941']
267008.txt,['1311']
283874.txt,['6331']
285690.txt,['3861']
270692.txt,['1311']
276736.txt,['1389']
285043.txt,['2834']
268163.txt,['3440']
280332.txt,['6282']
285857.txt,['3569']
271988.txt,['1531']
277067.txt,['1220']
275278.txt,['6189']
283646.txt,['6021']
278897.txt,['2834']
275773.txt,['1311']
275797.txt,['1623']
274555.txt,['3533']
270917.txt,['4922']
282483.txt,['7389']
278134.txt,['8000']
265735.txt,['6798']
272534.txt,['5812']
277837.txt,['1700']
281662.txt,['3841']
270027.txt,['6798']
280081.txt,['6411']
277514.txt,['5810']
277542.txt,['6311']
273391.txt,['6189']
279882.txt,['2834']
265422.txt,['7373']
276741.txt,['3089']
265416.txt,['8700']
276974.txt,['2080']
282256.txt,['6331']
275950.txt,['4833']
284126.txt,['6189']
271335.txt,['8082']
269276.txt,['6021']
267910.txt,['3842']
275500.txt,['2834']
272056.txt,['4610']
270249.txt,['5940']
285705.txt,['3743']
277896.txt,['5961']
278909.txt,['6022']
281120.txt,['3559']
270939.txt,['6282']
275147.txt,['6770']
268369.txt,['7371']
266582.txt,['7900']
280787.txt,['3841']
268611.txt,['4700']
278211.txt,['1381']
269443.txt,['3510']
282154.txt,['3842']
265680.txt,['5651']
279221.txt,['7372']
278193.txt,['6221']
276659.txt,['4924']
272589.txt,['1311']
270116.txt,['6021']
283061.txt,['6189']
279622.txt,['2510']
283124.txt,['3841']
266105.txt,['6036']
275115.txt,['6770']
279431.txt,['8051']
269446.txt,['3842']
268087.txt,['2870']
273496.txt,['2721']
278842.txt,['3674']
275380.txt,['3845']
268403.txt,['6221']
276077.txt,['2040']
277606.txt,['3669']
265109.txt,"['6798', '6798']"
266056.txt,['4832']
281125.txt,['2834']
283504.txt,['5812']
268500.txt,['5400']
276364.txt,['3572']
271314.txt,['5311']
269378.txt,['4922']
266939.txt,['2800']
272792.txt,['7389']
283838.txt,"['6189', '6189']"
272088.txt,['6189']
268569.txt,['2860']
284180.txt,['3825']
284573.txt,['3663']
273048.txt,['1000']
283892.txt,['6189']
284262.txt,['3841']
277321.txt,['6770']
268632.txt,['2834']
284934.txt,['4941']
280683.txt,['2860']
275152.txt,['2836']
267729.txt,['4813']
282264.txt,['5812']
282351.txt,['6189']
284200.txt,['1311']
277878.txt,['6022']
276592.txt,['4941']
267753.txt,['8071']
273827.txt,['5140']
270113.txt,['3140']
267911.txt,['3842']
272502.txt,['6189']
282510.txt,['6794']
280454.txt,['8731']
276541.txt,['3569']
281670.txt,['7371']
274690.txt,['2870']
275052.txt,['7370']
275979.txt,['3724']
283143.txt,['6770']
280235.txt,['2834']
268693.txt,['2833']
266916.txt,['2836']
281721.txt,['8093']
284658.txt,['8071']
280667.txt,['5810']
278445.txt,['6035']
279048.txt,['4911']
283327.txt,['6035']
266780.txt,['6321']
270462.txt,[]
277081.txt,['6792']
284491.txt,['4011']
266819.txt,['4932']
284309.txt,['2834']
280736.txt,['4700']
267264.txt,['2834']
269132.txt,['6331']
275107.txt,['6770']
272166.txt,['6189']
276983.txt,['1540']
266390.txt,['4813']
265374.txt,['3720']
284276.txt,['2860']
274244.txt,['6189']
279910.txt,['4581']
280084.txt,['4512']
275681.txt,['1389']
276030.txt,"['4911', '4911', '4911', '4911', '4911', '4911', '4911', '4911']"
268236.txt,['2860']
277495.txt,['2834']
284791.txt,['6022']
270243.txt,['7389']
265033.txt,['1389']
273691.txt,['7371']
282636.txt,['3841']
272253.txt,['6211']
280500.txt,['6022']
276720.txt,['6022']
266876.txt,['1000']
270521.txt,['4512']
284646.txt,['6798']
268363.txt,['2080']
273744.txt,['7359']
265644.txt,['7372']
278097.txt,['7370']
266008.txt,"['6798', '6798']"
280443.txt,['7389']
279015.txt,['2300']
280210.txt,['8731']
283935.txt,['7372']
279908.txt,['3663']
267479.txt,"['6189', '6189']"
273610.txt,['7389']
266135.txt,['6770']
265391.txt,['6022']
272161.txt,['6189']
276653.txt,['6153']
272841.txt,['3841']
267135.txt,['6221']
268653.txt,['3845']
276370.txt,['6770']
268750.txt,[]
273218.txt,['6189']
281137.txt,['7372']
272424.txt,['6199']
276156.txt,"['4512', '4512']"
284768.txt,['6324']
271457.txt,['4832']
270635.txt,['7372']
266036.txt,"['6798', '6500']"
285125.txt,['1311']
285022.txt,['1623']
268620.txt,['3721']
281152.txt,['2721']
281639.txt,"['6798', '6798']"
268218.txt,['2834']
266466.txt,['6221']
275462.txt,['3270']
272765.txt,['6500']
276617.txt,['4213']
277201.txt,['6331']
280474.txt,['4953']
284677.txt,['7200']
277742.txt,['6351']
277550.txt,['5944']
265875.txt,['3841']
265928.txt,['7371']
269081.txt,['6221']
271706.txt,['6500']
272425.txt,['6199']
268186.txt,['6111']
278577.txt,['3674']
272911.txt,['7372']
276062.txt,['6798']
284907.txt,['3674']
285109.txt,"['4931', '4931', '4911', '4931', '4911', '4931', '4911', '4931', '4911']"
285511.txt,"['6189', '6189', '6189']"
268354.txt,['3841']
274129.txt,['6189']
280708.txt,['6211']
284372.txt,['3812']
276755.txt,['2835']
284930.txt,['5812']
271867.txt,['7380']
275800.txt,['2835']
266856.txt,['2834']
270966.txt,['2111']
284371.txt,"['4911', '4911']"
276726.txt,['6021']
277090.txt,['3674']
279435.txt,['4924']
273793.txt,['6189']
274810.txt,['1311']
268682.txt,['6189']
266244.txt,['6513']
265219.txt,['7389']
279121.txt,['1311']
270365.txt,['1221']
282129.txt,['6189']
271017.txt,['3711']
284159.txt,['3540']
271772.txt,['6021']
268271.txt,['6022']
280417.txt,['2082']
283202.txt,['2340']
270523.txt,['6798']
273163.txt,[]
285229.txt,['7389']
274486.txt,['7310']
277735.txt,['3841']
282956.txt,['2834']
267014.txt,['3674']
269846.txt,['7359']
271207.txt,['6022']
269519.txt,['4922']
267187.txt,['3661']
269369.txt,['2711']
276239.txt,['3231']
281825.txt,['2911']
269460.txt,['7374']
280848.txt,"['6189', '6189']"
276145.txt,['3679']
274975.txt,['2721']
278589.txt,['5200']
275397.txt,['3420']
266239.txt,['3861']
268365.txt,['7372']
284548.txt,['2721']
278434.txt,['7011']
269919.txt,['2750']
275993.txt,['2911']
267623.txt,['3841']
265961.txt,"['6798', '6798']"
273807.txt,['6189']
266052.txt,['5812']
274379.txt,['6221']
282619.txt,['3089']
274390.txt,['7373']
277065.txt,['3841']
285216.txt,['2100']
283235.txt,['7374']
268495.txt,['2834']
279865.txt,['1040']
276681.txt,['7374']
279180.txt,['4011']
281246.txt,['2870']
267043.txt,['2834']
270005.txt,['7380']
278383.txt,['2834']
268119.txt,"['4931', '4931', '4911', '4911', '4911', '4911', '4924', '4911']"
269514.txt,['7372']
274470.txt,['6770']
281832.txt,['2060']
265637.txt,"['6798', '6798']"
274807.txt,['6199']
270740.txt,['4899']
277610.txt,['7372']
279595.txt,['6324']
268695.txt,['3569']
284361.txt,['8062']
284128.txt,['6189']
280935.txt,['2834']
273688.txt,['6552']
273022.txt,['6141']
274926.txt,"['6189', '6189']"
269997.txt,['2834']
281854.txt,['6035']
271752.txt,['6798']
266155.txt,['7372']
267434.txt,['4911']
267521.txt,['7200']
285088.txt,['3089']
271968.txt,['6798']
265208.txt,['3728']
282307.txt,['7000']
268738.txt,['3663']
284628.txt,['3578']
267170.txt,['6411']
279583.txt,['7372']
281870.txt,['2834']
278345.txt,['3089']
266833.txt,['6500']
273988.txt,['6189']
267443.txt,['6022']
280845.txt,"['6189', '6189']"
281192.txt,['3823']
284008.txt,['6770']
284015.txt,['6189']
270433.txt,['5160']
266670.txt,['3690']
280282.txt,['2834']
282603.txt,['3341']
284969.txt,['6021']
277953.txt,['2870']
283688.txt,['6189']
270621.txt,['6035']
270928.txt,['5400']
282959.txt,['7372']
268045.txt,['1040']
266815.txt,['3730']
284618.txt,['3845']
274684.txt,['6798']
269516.txt,['2834']
268089.txt,['4700']
267240.txt,['5045']
265152.txt,['6022']
265144.txt,['6035']
275905.txt,['6022']
274571.txt,['6189']
276754.txt,['2860']
283642.txt,['6189']
285709.txt,['6798']
274281.txt,['6189']
283174.txt,['7389']
270960.txt,['5065']
282867.txt,['6189']
269097.txt,['7380']
275159.txt,"['6189', '6189']"
273590.txt,['6798']
278661.txt,"['6798', '6798']"
269984.txt,['2834']
281085.txt,['3841']
275621.txt,['1311']
281753.txt,['2834']
274184.txt,['5411']
280836.txt,"['6189', '6189']"
282497.txt,['3845']
278517.txt,['6798']
279030.txt,['2082']
267841.txt,['3841']
268800.txt,['5810']
273785.txt,['6798']
282402.txt,['5030']
273981.txt,['6552']
283080.txt,[]
269116.txt,['2834']
271913.txt,['6189']
271140.txt,['5812']
282194.txt,['5600']
271032.txt,['5045']
277211.txt,['6022']
273660.txt,[]
265704.txt,['5812']
269471.txt,['2834']
267724.txt,['8711']
280327.txt,"['6798', '6798']"
266011.txt,['1221']
277076.txt,['7011']
277423.txt,['5150']
271973.txt,['2834']
269016.txt,['1000']
282586.txt,['6189']
274462.txt,['6189']
281896.txt,['6189']
275707.txt,['3571']
274152.txt,"['6500', '6500']"
276692.txt,['6022']
274915.txt,[]
285377.txt,['2834']
265396.txt,['5045']
280163.txt,['6798']
271666.txt,['6189']
277138.txt,['5735']
273500.txt,['6189']
276113.txt,['2834']
281909.txt,['6351']
279906.txt,['3663']
285590.txt,['3824']
277605.txt,['3669']
282701.txt,['4841']
278034.txt,['6399']
285808.txt,['6361']
284761.txt,['6770']
285508.txt,['2834']
279594.txt,['2731']
274930.txt,['6189']
281139.txt,"['4922', '4922']"
282597.txt,['1311']
267272.txt,['3841']
279297.txt,['3089']
282816.txt,['6189']
266956.txt,['2833']
284899.txt,['7372']
275855.txt,['7374']
268238.txt,['2836']
279927.txt,['7371']
275012.txt,['7372']
284614.txt,['7359']
282987.txt,['2836']
270742.txt,['1000']
273173.txt,['6035']
265985.txt,['2834']
280225.txt,"['6189', '6189']"
275607.txt,['2840']
277339.txt,"['3714', '3714']"
275069.txt,['6411']
